SOID,Dt,CustID,Gen,Ctry,Rgn,City,Grp,Prod,SubCat,Cat,Color,Qty,UPrice,ListUPrice,DiscPct,DiscAmount,UCost,Amount,Channel,Payment,ShipMode,Campaign,SalesRep,Segment,CustType,CustSince
53583,2025-04-24,CUST00300,F,United States,Southwest,Phoenix,North America,ML Crankset,Cranksets,Components,Không,1,113,125.56,0.1,12.56,69.07,113,Online,Thẻ,Tiêu chuẩn,Không,Phạm Thị Dung,Mới,Cá nhân,2024
50226,2025-04-25,CUST00365,M,United States,Northeast,Philadelphia,North America,Mountain Tire,Tires,Accessories,Không,3,35,35.71,0.02,2.13,18.97,105,Online,Thẻ,Tiêu chuẩn,Không,Trần Thị Bình,VIP,Doanh nghiệp,2024
51230,2025-04-25,CUST00342,F,United States,Central,Denver,North America,Racing Socks,Socks,Clothing,Không,5,9,9.78,0.08,3.9,5.47,45,Online,Thẻ,Giao nhanh,Không,Lê Văn Cường,Thường,Cá nhân,2023
51230,2025-04-25,CUST00342,F,United States,Central,Denver,North America,HL Road Wheel,Wheels,Components,Không,1,280,294.74,0.05,14.74,166.19,280,Online,Thẻ,Giao nhanh,Không,Lê Văn Cường,Thường,Cá nhân,2023
52515,2025-04-25,CUST00831,F,United States,Central,Denver,North America,Racing Socks,Socks,Clothing,Không,5,9,9.57,0.06,2.85,5.48,45,Online,Chuyển khoản,Giao nhanh,Không,Lê Văn Cường,Thường,Cá nhân,2022
52515,2025-04-25,CUST00831,F,United States,Central,Denver,North America,Cycling Cap,Caps,Clothing,Không,3,9,9.68,0.07,2.04,5.69,27,Online,Chuyển khoản,Giao nhanh,Không,Lê Văn Cường,Thường,Cá nhân,2022
52666,2025-04-25,CUST00300,F,United States,Southwest,Phoenix,North America,Cycling Cap,Caps,Clothing,Không,2,9,10.0,0.1,2.0,5.52,18,Online,Thẻ,Tiêu chuẩn,Không,Phạm Thị Dung,Mới,Cá nhân,2024
52723,2025-04-25,CUST00790,F,United States,Northwest,Boise,North America,Cycling Shorts,Shorts,Clothing,Không,2,70,73.68,0.05,7.36,42.56,140,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Không,Nguyễn Văn An,Thường,Cá nhân,2023
50108,2025-04-26,CUST00303,F,Germany,Germany,Hamburg,Europe,Front Brakes,Brakes,Components,Không,2,107,124.42,0.14,34.84,64.8,214,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Đặng Văn Minh,Thường,Cá nhân,2022
50513,2025-04-26,CUST00554,F,United States,Northwest,Portland,North America,Cycling Jersey,Jerseys,Clothing,Không,2,54,55.67,0.03,3.34,33.46,108,Online,Chuyển khoản,Giao nhanh,Không,Nguyễn Văn An,Thường,Cá nhân,2022
51937,2025-04-26,CUST00711,M,France,France,Lyon,Europe,Road-650 Black,Road Bikes,Bikes,Black,1,783,889.77,0.12,106.77,675.84,783,Online,Chuyển khoản,Tiêu chuẩn,Không,Bùi Thị Lan,Mới,Cá nhân,2024
51937,2025-04-26,CUST00711,M,France,France,Lyon,Europe,Patch Kit,Tires,Accessories,Không,6,2,2.13,0.06,0.78,1.1,12,Online,Chuyển khoản,Tiêu chuẩn,Không,Bùi Thị Lan,Mới,Cá nhân,2024
52138,2025-04-26,CUST00817,F,United States,Southwest,Phoenix,North America,Water Bottle 30oz,Bottles,Accessories,Không,3,5,5.88,0.15,2.64,2.77,15,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2021
52138,2025-04-26,CUST00817,F,United States,Southwest,Phoenix,North America,Bottle Cage,Bottle Cages,Accessories,Không,2,9,11.11,0.19,4.22,5.02,18,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2021
52138,2025-04-26,CUST00817,F,United States,Southwest,Phoenix,North America,Patch Kit,Tires,Accessories,Không,4,2,2.53,0.21,2.12,1.1,8,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2021
52388,2025-04-26,CUST00004,F,United States,Northwest,Boise,North America,Cycling Cap,Caps,Clothing,Không,2,9,9.68,0.07,1.36,5.67,18,Online,Chuyển khoản,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2020
52388,2025-04-26,CUST00004,F,United States,Northwest,Boise,North America,Patch Kit,Tires,Accessories,Không,4,2,2.04,0.02,0.16,1.12,8,Online,Chuyển khoản,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2020
52845,2025-04-26,CUST00759,F,United States,Northeast,Boston,North America,Mountain Tire,Tires,Accessories,Không,2,35,37.63,0.07,5.26,18.88,70,Online,Thẻ,Giao nhanh,Không,Trần Thị Bình,Thường,Cá nhân,2020
50051,2025-04-27,CUST00067,M,Germany,Germany,Munich,Europe,LL Road Saddle,Saddles,Components,Không,1,28,29.17,0.04,1.17,17.06,28,Cửa hàng,Thẻ,Nhận tại cửa hàng,Không,Đặng Văn Minh,VIP,Doanh nghiệp,2021
50051,2025-04-27,CUST00067,M,Germany,Germany,Munich,Europe,Road-650 Black,Road Bikes,Bikes,Black,1,783,860.44,0.09,77.44,665.7,783,Cửa hàng,Thẻ,Nhận tại cửa hàng,Không,Đặng Văn Minh,VIP,Doanh nghiệp,2021
50051,2025-04-27,CUST00067,M,Germany,Germany,Munich,Europe,Front Brakes,Brakes,Components,Không,2,107,111.46,0.04,8.92,64.61,214,Cửa hàng,Thẻ,Nhận tại cửa hàng,Không,Đặng Văn Minh,VIP,Doanh nghiệp,2021
50386,2025-04-27,CUST00772,F,United States,Southeast,Atlanta,North America,Cycling Jersey,Jerseys,Clothing,Không,1,54,55.67,0.03,1.67,34.11,54,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Không,Hoàng Văn Em,Thường,Cá nhân,2022
50620,2025-04-27,CUST00159,F,United States,Central,Denver,North America,LL Road Saddle,Saddles,Components,Không,1,28,28.87,0.03,0.87,17.19,28,Online,Chuyển khoản,Giao nhanh,Không,Lê Văn Cường,Thường,Cá nhân,2019
51461,2025-04-27,CUST00241,F,United Kingdom,United Kingdom,London,Europe,Cycling Cap,Caps,Clothing,Không,4,9,10.84,0.17,7.36,5.6,36,Đại lý,Thẻ,Tiêu chuẩn,Không,Vũ Văn Hải,Thường,Cá nhân,2021
52078,2025-04-27,CUST00003,M,United Kingdom,United Kingdom,London,Europe,Minipump,Pumps,Accessories,Không,2,25,25.0,0.0,0.0,13.69,50,Cửa hàng,Thẻ,Nhận tại cửa hàng,Không,Vũ Văn Hải,VIP,Cá nhân,2021
52274,2025-04-27,CUST00206,M,United States,Southwest,Los Angeles,North America,Racing Socks,Socks,Clothing,Không,5,9,9.47,0.05,2.35,5.58,45,Online,Chuyển khoản,Giao nhanh,Không,Phạm Thị Dung,VIP,Doanh nghiệp,2021
52650,2025-04-27,CUST00610,M,United States,Northwest,Seattle,North America,Minipump,Pumps,Accessories,Không,1,25,26.04,0.04,1.04,13.93,25,Online,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2020
52650,2025-04-27,CUST00610,M,United States,Northwest,Seattle,North America,Patch Kit,Tires,Accessories,Không,8,2,2.04,0.02,0.32,1.12,16,Online,Thẻ,Tiêu chuẩn,Không,Nguyễn Văn An,Thường,Cá nhân,2020
53450,2025-04-27,CUST00314,F,Australia,Australia,Sydney,Pacific,Headlights - Dual,Lights,Accessories,Không,1,35,38.04,0.08,3.04,19.39,35,Online,Thẻ,Giao nhanh,Không,Ngô Thị Nga,Thường,Cá nhân,2022
53698,2025-04-27,CUST00778,M,United States,Southwest,San Diego,North America,Patch Kit,Tires,Accessories,Không,8,2,2.2,0.09,1.6,1.11,16,Online,Thẻ,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2019
53698,2025-04-27,CUST00778,M,United States,Southwest,San Diego,North America,Rear Derailleur,Derailleurs,Components,Không,2,121,124.74,0.03,7.48,72.11,242,Online,Thẻ,Tiêu chuẩn,Không,Phạm Thị Dung,Thường,Cá nhân,2019
53828,2025-04-27,CUST00223,M,United Kingdom,United Kingdom,Birmingham,Europe,Water Bottle 30oz,Bottles,Accessories,Không,4,5,5.1,0.02,0.4,2.71,20,Cửa hàng,Thẻ,Nhận tại cửa hàng,Không,Vũ Văn Hải,Thường,Cá nhân,2020
53937,2025-04-27,CUST00300,F,United States,Southwest,Phoenix,North America,Water Bottle 30oz,Bottles,Accessories,Không,1,5,5.32,0.06,0.32,2.71,5,Online,Chuyển khoản,Tiêu chuẩn,Không,Phạm Thị Dung,Mới,Cá nhân,2024
54170,2025-04-27,CUST00428,F,United States,Southeast,Atlanta,North America,Mountain Tire,Tires,Accessories,Không,2,35,36.46,0.04,2.92,19.02,70,Online,Thẻ,Tiêu chuẩn,Không,Hoàng Văn Em,Thường,Cá nhân,2021
54199,2025-04-27,CUST00248,M,Germany,Germany,Berlin,Europe,Cycling Jersey,Jerseys,Clothing,Không,4,54,69.23,0.22,60.92,33.57,216,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Đặng Văn Minh,VIP,Cá nhân,2023
53297,2025-04-28,CUST00003,M,United Kingdom,United Kingdom,London,Europe,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,784.72,0.28,219.72,342.32,565,Đại lý,Chuyển khoản,Tiêu chuẩn,Không,Vũ Văn Hải,VIP,Cá nhân,2021
53403,2025-04-28,CUST00092,F,United States,Central,Dallas,North America,Racing Socks,Socks,Clothing,Không,3,9,9.09,0.01,0.27,5.68,27,Online,Thẻ,Tiêu chuẩn,Không,Lê Văn Cường,Thường,Cá nhân,2019
50212,2025-05-01,CUST00252,M,United Kingdom,United Kingdom,Birmingham,Europe,Mountain Tire,Tires,Accessories,Không,4,35,37.23,0.06,8.92,19.51,140,Online,Thẻ,Giao nhanh,Giữa năm,Vũ Văn Hải,Thường,Cá nhân,2022
50212,2025-05-01,CUST00252,M,United Kingdom,United Kingdom,Birmingham,Europe,Road-650 Black,Road Bikes,Bikes,Black,1,783,889.77,0.12,106.77,669.45,783,Online,Thẻ,Giao nhanh,Giữa năm,Vũ Văn Hải,Thường,Cá nhân,2022
50269,2025-05-01,CUST00771,M,France,France,Paris,Europe,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,620.88,0.09,55.88,340.6,565,Online,Thẻ,Tiêu chuẩn,Giữa năm,Bùi Thị Lan,Thường,Doanh nghiệp,2021
50269,2025-05-01,CUST00771,M,France,France,Paris,Europe,Headlights - Dual,Lights,Accessories,Không,2,35,38.04,0.08,6.08,19.1,70,Online,Thẻ,Tiêu chuẩn,Giữa năm,Bùi Thị Lan,Thường,Doanh nghiệp,2021
51203,2025-05-01,CUST00468,F,United States,Southwest,Phoenix,North America,Racing Socks,Socks,Clothing,Không,5,9,10.23,0.12,6.15,5.64,45,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Phạm Thị Dung,Mới,Cá nhân,2024
51203,2025-05-01,CUST00468,F,United States,Southwest,Phoenix,North America,LL Road Saddle,Saddles,Components,Không,2,28,35.44,0.21,14.88,17.55,56,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Phạm Thị Dung,Mới,Cá nhân,2024
52077,2025-05-01,CUST00469,F,United Kingdom,United Kingdom,Birmingham,Europe,Cycling Shorts,Shorts,Clothing,Không,3,70,76.92,0.09,20.76,43.98,210,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Vũ Văn Hải,Thường,Cá nhân,2019
52077,2025-05-01,CUST00469,F,United Kingdom,United Kingdom,Birmingham,Europe,ML Crankset,Cranksets,Components,Không,1,113,150.67,0.25,37.67,66.84,113,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Vũ Văn Hải,Thường,Cá nhân,2019
52077,2025-05-01,CUST00469,F,United Kingdom,United Kingdom,Birmingham,Europe,Water Bottle 30oz,Bottles,Accessories,Không,1,5,5.88,0.15,0.88,2.79,5,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Vũ Văn Hải,Thường,Cá nhân,2019
52133,2025-05-01,CUST00727,F,Australia,Australia,Brisbane,Pacific,LL Road Saddle,Saddles,Components,Không,2,28,35.0,0.2,14.0,17.46,56,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Ngô Thị Nga,Thường,Cá nhân,2018
52281,2025-05-01,CUST00183,F,France,France,Paris,Europe,Rear Derailleur,Derailleurs,Components,Không,2,121,130.11,0.07,18.22,71.76,242,Online,Chuyển khoản,Giao nhanh,Giữa năm,Bùi Thị Lan,Thường,Cá nhân,2020
52281,2025-05-01,CUST00183,F,France,France,Paris,Europe,Racing Socks,Socks,Clothing,Không,5,9,9.28,0.03,1.4,5.58,45,Online,Chuyển khoản,Giao nhanh,Giữa năm,Bùi Thị Lan,Thường,Cá nhân,2020
53006,2025-05-01,CUST00283,F,United States,Central,Denver,North America,Cycling Shorts,Shorts,Clothing,Không,2,70,70.71,0.01,1.42,43.26,140,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Lê Văn Cường,Mới,Cá nhân,2024
53006,2025-05-01,CUST00283,F,United States,Central,Denver,North America,Headlights - Dual,Lights,Accessories,Không,2,35,36.08,0.03,2.16,18.92,70,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Lê Văn Cường,Mới,Cá nhân,2024
53006,2025-05-01,CUST00283,F,United States,Central,Denver,North America,Patch Kit,Tires,Accessories,Không,5,2,2.0,0.0,0.0,1.08,10,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Lê Văn Cường,Mới,Cá nhân,2024
53006,2025-05-01,CUST00283,F,United States,Central,Denver,North America,Bottle Cage,Bottle Cages,Accessories,Không,4,9,9.09,0.01,0.36,4.93,36,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Lê Văn Cường,Mới,Cá nhân,2024
53851,2025-05-01,CUST00150,F,Germany,Germany,Munich,Europe,Water Bottle 30oz,Bottles,Accessories,Không,1,5,6.49,0.23,1.49,2.74,5,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,Mới,Cá nhân,2024
53851,2025-05-01,CUST00150,F,Germany,Germany,Munich,Europe,Rear Derailleur,Derailleurs,Components,Không,1,121,145.78,0.17,24.78,73.62,121,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,Mới,Cá nhân,2024
54045,2025-05-01,CUST00633,F,United States,Northwest,Portland,North America,Cycling Cap,Caps,Clothing,Không,5,9,9.89,0.09,4.45,5.51,45,Online,Chuyển khoản,Giao nhanh,Giữa năm,Nguyễn Văn An,Thường,Cá nhân,2020
54045,2025-05-01,CUST00633,F,United States,Northwest,Portland,North America,Racing Socks,Socks,Clothing,Không,3,9,9.78,0.08,2.34,5.66,27,Online,Chuyển khoản,Giao nhanh,Giữa năm,Nguyễn Văn An,Thường,Cá nhân,2020
50350,2025-05-02,CUST00461,M,United States,Northeast,Boston,North America,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,620.88,0.09,55.88,332.95,565,Online,Chuyển khoản,Giao nhanh,Giữa năm,Trần Thị Bình,Thường,Cá nhân,2019
50350,2025-05-02,CUST00461,M,United States,Northeast,Boston,North America,LL Road Saddle,Saddles,Components,Không,1,28,28.87,0.03,0.87,17.5,28,Online,Chuyển khoản,Giao nhanh,Giữa năm,Trần Thị Bình,Thường,Cá nhân,2019
50350,2025-05-02,CUST00461,M,United States,Northeast,Boston,North America,Minipump,Pumps,Accessories,Không,2,25,26.04,0.04,2.08,13.81,50,Online,Chuyển khoản,Giao nhanh,Giữa năm,Trần Thị Bình,Thường,Cá nhân,2019
50797,2025-05-02,CUST00366,F,Australia,Australia,Sydney,Pacific,Cycling Cap,Caps,Clothing,Không,4,9,9.28,0.03,1.12,5.53,36,Online,Thẻ,Giao nhanh,Giữa năm,Ngô Thị Nga,Thường,Cá nhân,2019
50797,2025-05-02,CUST00366,F,Australia,Australia,Sydney,Pacific,Bottle Cage,Bottle Cages,Accessories,Không,3,9,10.0,0.1,3.0,4.95,27,Online,Thẻ,Giao nhanh,Giữa năm,Ngô Thị Nga,Thường,Cá nhân,2019
50797,2025-05-02,CUST00366,F,Australia,Australia,Sydney,Pacific,Minipump,Pumps,Accessories,Không,1,25,25.77,0.03,0.77,13.67,25,Online,Thẻ,Giao nhanh,Giữa năm,Ngô Thị Nga,Thường,Cá nhân,2019
50797,2025-05-02,CUST00366,F,Australia,Australia,Sydney,Pacific,Mountain Tire,Tires,Accessories,Không,4,35,37.63,0.07,10.52,19.26,140,Online,Thẻ,Giao nhanh,Giữa năm,Ngô Thị Nga,Thường,Cá nhân,2019
50863,2025-05-02,CUST00326,F,France,France,Lyon,Europe,Mountain Tire,Tires,Accessories,Không,2,35,36.46,0.04,2.92,18.89,70,Cửa hàng,Tiền mặt,Nhận tại cửa hàng,Giữa năm,Bùi Thị Lan,Thường,Cá nhân,2019
51312,2025-05-02,CUST00639,F,Canada,Canada,Toronto,North America,Cycling Shorts,Shorts,Clothing,Không,2,70,76.92,0.09,13.84,43.61,140,Online,Thẻ,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,Mới,Cá nhân,2024
51312,2025-05-02,CUST00639,F,Canada,Canada,Toronto,North America,Sport-100 Helmet,Helmets,Accessories,Không,3,35,37.63,0.07,7.89,19.53,105,Online,Thẻ,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,Mới,Cá nhân,2024
51312,2025-05-02,CUST00639,F,Canada,Canada,Toronto,North America,Bottle Cage,Bottle Cages,Accessories,Không,2,9,9.47,0.05,0.94,5.03,18,Online,Thẻ,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,Mới,Cá nhân,2024
51526,2025-05-02,CUST00566,M,Australia,Australia,Melbourne,Pacific,Patch Kit,Tires,Accessories,Không,8,2,2.13,0.06,1.04,1.12,16,Online,Thẻ,Tiêu chuẩn,Giữa năm,Ngô Thị Nga,Thường,Doanh nghiệp,2019
51526,2025-05-02,CUST00566,M,Australia,Australia,Melbourne,Pacific,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,614.13,0.08,49.13,336.63,565,Online,Thẻ,Tiêu chuẩn,Giữa năm,Ngô Thị Nga,Thường,Doanh nghiệp,2019
52834,2025-05-02,CUST00782,F,Canada,Canada,Montreal,North America,Cycling Jersey,Jerseys,Clothing,Không,2,54,60.0,0.1,12.0,33.93,108,Online,Thẻ,Giao nhanh,Giữa năm,Đỗ Thị Giang,Thường,Cá nhân,2019
53147,2025-05-02,CUST00413,M,Germany,Germany,Munich,Europe,Cycling Jersey,Jerseys,Clothing,Không,1,54,62.79,0.14,8.79,33.92,54,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,Thường,Cá nhân,2021
53147,2025-05-02,CUST00413,M,Germany,Germany,Munich,Europe,Cycling Shorts,Shorts,Clothing,Không,2,70,78.65,0.11,17.3,43.75,140,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đặng Văn Minh,Thường,Cá nhân,2021
53256,2025-05-02,CUST00017,F,Canada,Canada,Montreal,North America,ML Crankset,Cranksets,Components,Không,2,113,141.25,0.2,56.5,69.06,226,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,Thường,Cá nhân,2023
53353,2025-05-02,CUST00047,F,Canada,Canada,Montreal,North America,Cycling Cap,Caps,Clothing,Không,4,9,10.59,0.15,6.36,5.63,36,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,Thường,Cá nhân,2022
53353,2025-05-02,CUST00047,F,Canada,Canada,Montreal,North America,Patch Kit,Tires,Accessories,Không,6,2,2.2,0.09,1.2,1.11,12,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,Thường,Cá nhân,2022
53353,2025-05-02,CUST00047,F,Canada,Canada,Montreal,North America,Mountain Tire,Tires,Accessories,Không,3,35,40.23,0.13,15.69,19.28,105,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,Thường,Cá nhân,2022
53353,2025-05-02,CUST00047,F,Canada,Canada,Montreal,North America,Water Bottle 30oz,Bottles,Accessories,Không,3,5,6.33,0.21,3.99,2.75,15,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Đỗ Thị Giang,Thường,Cá nhân,2022
53436,2025-05-02,CUST00183,F,France,France,Paris,Europe,Rear Derailleur,Derailleurs,Components,Không,1,121,127.37,0.05,6.37,73.45,121,Online,Thẻ,Giao nhanh,Giữa năm,Bùi Thị Lan,Thường,Cá nhân,2020
54009,2025-05-02,CUST00117,F,United States,Southeast,Atlanta,North America,Patch Kit,Tires,Accessories,Không,2,2,2.02,0.01,0.04,1.11,4,Online,Thẻ,Giao nhanh,Giữa năm,Hoàng Văn Em,Mới,Cá nhân,2024
54009,2025-05-02,CUST00117,F,United States,Southeast,Atlanta,North America,Headlights - Dual,Lights,Accessories,Không,1,35,38.04,0.08,3.04,19.18,35,Online,Thẻ,Giao nhanh,Giữa năm,Hoàng Văn Em,Mới,Cá nhân,2024
50314,2025-05-03,CUST00768,F,France,France,Paris,Europe,Water Bottle 30oz,Bottles,Accessories,Không,6,5,5.88,0.15,5.28,2.77,30,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Bùi Thị Lan,Thường,Cá nhân,2023
50314,2025-05-03,CUST00768,F,France,France,Paris,Europe,Racing Socks,Socks,Clothing,Không,5,9,10.98,0.18,9.9,5.5,45,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Bùi Thị Lan,Thường,Cá nhân,2023
50314,2025-05-03,CUST00768,F,France,France,Paris,Europe,Bottle Cage,Bottle Cages,Accessories,Không,3,9,9.89,0.09,2.67,4.94,27,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Bùi Thị Lan,Thường,Cá nhân,2023
50314,2025-05-03,CUST00768,F,France,France,Paris,Europe,Front Brakes,Brakes,Components,Không,1,107,132.1,0.19,25.1,64.41,107,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Bùi Thị Lan,Thường,Cá nhân,2023
50428,2025-05-03,CUST00691,F,United States,Northwest,Seattle,North America,Racing Socks,Socks,Clothing,Không,5,9,9.89,0.09,4.45,5.57,45,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Nguyễn Văn An,Thường,Cá nhân,2023
50428,2025-05-03,CUST00691,F,United States,Northwest,Seattle,North America,Sport-100 Helmet,Helmets,Accessories,Không,1,35,36.46,0.04,1.46,19.02,35,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Nguyễn Văn An,Thường,Cá nhân,2023
50428,2025-05-03,CUST00691,F,United States,Northwest,Seattle,North America,Patch Kit,Tires,Accessories,Không,5,2,2.04,0.02,0.2,1.1,10,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Nguyễn Văn An,Thường,Cá nhân,2023
51465,2025-05-03,CUST00399,F,United States,Northwest,Seattle,North America,Full-Finger Gloves,Gloves,Clothing,Không,4,38,41.76,0.09,15.04,23.3,152,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Nguyễn Văn An,Thường,Cá nhân,2020
51828,2025-05-03,CUST00629,F,United Kingdom,United Kingdom,London,Europe,Mountain-200 Black,Mountain Bikes,Bikes,Black,1,2295,2318.18,0.01,23.18,1357.52,2295,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Vũ Văn Hải,Thường,Cá nhân,2023
52009,2025-05-03,CUST00561,M,Australia,Australia,Brisbane,Pacific,Touring-3000 Yellow,Touring Bikes,Bikes,Yellow,1,742,951.28,0.22,209.28,453.3,742,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Ngô Thị Nga,VIP,Doanh nghiệp,2021
53629,2025-05-03,CUST00659,F,United States,Northwest,Portland,North America,Sport-100 Helmet,Helmets,Accessories,Không,2,35,35.35,0.01,0.7,19.62,70,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Nguyễn Văn An,Mới,Cá nhân,2024
53629,2025-05-03,CUST00659,F,United States,Northwest,Portland,North America,Water Bottle 30oz,Bottles,Accessories,Không,2,5,5.49,0.09,0.98,2.76,10,Online,Chuyển khoản,Tiêu chuẩn,Giữa năm,Nguyễn Văn An,Mới,Cá nhân,2024
50014,2025-05-04,CUST00082,F,United States,Northeast,Boston,North America,Patch Kit,Tires,Accessories,Không,6,2,2.78,0.28,4.68,1.1,12,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Trần Thị Bình,Thường,Cá nhân,2019
50213,2025-05-05,CUST00769,M,United States,Northwest,Boise,North America,Mountain-500 Silver,Mountain Bikes,Bikes,Silver,1,565,576.53,0.02,11.53,334.63,565,Online,Thẻ,Giao nhanh,Giữa năm,Nguyễn Văn An,VIP,Cá nhân,2021
50363,2025-05-05,CUST00694,F,United States,Northwest,Portland,North America,Mountain Tire,Tires,Accessories,Không,4,35,36.84,0.05,7.36,19.37,140,Cửa hàng,Thẻ,Nhận tại cửa hàng,Giữa năm,Nguyễn Văn An,Thường,Cá nhân,2023
50672,2025-05-05,CUST00120,F,United States,Central,Dallas,North America,Cycling Shorts,Shorts,Clothing,Không,1,70,70.71,0.01,0.71,44.14,70,Online,Thẻ,Giao nhanh,Giữa năm,Lê Văn Cường,Thường,Cá nhân,2021
52327,2025-05-05,CUST00631,F,United States,Northwest,Boise,North America,Water Bottle 30oz,Bottles,Accessories,Không,1,5,5.43,0.08,0.43,2.77,5,Online,Thẻ,Giao nhanh,Giữa năm,Nguyễn Văn An,Thường,Cá nhân,2019
52327,2025-05-05,CUST00631,F,United States,Northwest,Boise,North America,Cycling Jersey,Jerseys,Clothing,Không,4,54,59.34,0.09,21.36,33.5,216,Online,Thẻ,Giao nhanh,Giữa năm,Nguyễn Văn An,Thường,Cá nhân,2019
52327,2025-05-05,CUST00631,F,United States,Northwest,Boise,North America,Patch Kit,Tires,Accessories,Không,5,2,2.06,0.03,0.3,1.12,10,Online,Thẻ,Giao nhanh,Giữa năm,Nguyễn Văn An,Thường,Cá nhân,2019
52431,2025-05-05,CUST00642,M,United States,Central,Denver,North America,Road-650 Black,Road Bikes,Bikes,Black,1,783,1151.47,0.32,368.47,658.74,783,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Lê Văn Cường,Thường,Cá nhân,2023
52431,2025-05-05,CUST00642,M,United States,Central,Denver,North America,Cycling Jersey,Jerseys,Clothing,Không,4,54,76.06,0.29,88.24,32.91,216,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Lê Văn Cường,Thường,Cá nhân,2023
52431,2025-05-05,CUST00642,M,United States,Central,Denver,North America,Front Brakes,Brakes,Components,Không,1,107,127.38,0.16,20.38,65.34,107,Đại lý,Chuyển khoản,Tiêu chuẩn,Giữa năm,Lê Văn Cường,Thường,Cá nhân,2023
52584,2025-05-05,CUST00588,M,United States,Northwest,Seattle,North America,Touring-1000 Blue,Touring Bikes,Bikes,Blue,1,2384,2619.78,0.09,235.78,1379.27,2384,Đại lý,Thẻ,Tiêu chuẩn,Giữa năm,Nguyễn Văn An,Mới,Cá nhân,2024
52637,2025-05-05,CUST00735,F,United States,Northeast,Boston,North America,Cycling Jersey,Jerseys,Clothing,Không,4,54,58.06,0.07,16.24,33.88,216,Online,Thẻ,Giao nhanh,Giữa năm,Trần Thị Bình,Thường,Cá nhân,2021
53238,2025-05-05,CUST00557,F,United States,Northwest,Seattle,North America,Sport-100 Helmet,Helmets,Accessories,Không,1,35,38.46,0.09,3.46,19.61,35,Online,Thẻ,Tiêu chuẩn,Giữa năm,Nguyễn Văn An,Thường,Cá nhân,2021
